,word_count,sentence_count,sentence_length,fraction_sentence_relative,relative_clause_length,alius,antequam,atque_consonant,conjunction,cum_clause,demonstrative,dum,gerundive,idem,interrogative,ipse,iste,o_interjection,personal,preposition,priusquam,quidam,quin,quominus,reflexive,si,superlative,ut
3.262-3.272.txt,84,6,14.0,0.16666666666666666,9.0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0
3.280-3.286.txt,48,4,12.0,0.0,,0,0,0,6,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0
3.289-3.291.txt,19,2,9.5,0.0,,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.320-3.321.txt,14,2,7.0,0.5,6.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.366-3.367.txt,13,2,6.5,0.0,,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.719-3.720.txt,12,1,12.0,0.0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.276-4.388.txt,752,37,20.324324324324323,0.21621621621621623,5.181818181818182,0,0,0,97,2,25,0,1,1,1,0,3,1,15,26,0,0,0,0,4,5,4,6
4.31-4.31.txt,5,1,5.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.422-4.431.txt,71,4,17.75,0.0,,0,0,0,11,0,2,0,1,0,4,1,0,0,2,4,0,0,0,0,1,1,0,0
4.466-4.469.txt,26,2,13.0,0.0,,0,0,0,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4.532-4.538.txt,52,2,26.0,0.5,4.0,0,0,0,5,0,1,0,0,0,0,0,0,1,3,3,0,0,0,0,0,1,0,0
4.549-4.550.txt,15,2,7.5,0.0,,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5.269-5.293.txt,159,9,17.666666666666668,0.2222222222222222,5.0,0,0,0,24,0,1,0,0,1,0,1,0,1,7,5,0,0,0,0,1,1,0,0
5.300-5.334.txt,223,14,15.928571428571429,0.07142857142857142,5.0,0,0,0,22,0,3,0,0,0,0,0,1,0,6,12,0,0,0,0,2,0,0,0
5.337-5.678.txt,2257,133,16.962406015037594,0.3007518796992481,5.888888888888889,2,0,1,276,4,43,9,8,4,10,4,0,1,54,105,0,0,0,0,4,13,4,11
5.341-5.661.txt,2133,126,16.92063492063492,0.30952380952380953,5.954545454545454,2,0,1,261,3,42,8,7,4,10,4,0,1,51,100,0,0,0,0,4,13,4,11
5.365-5.379.txt,103,11,9.363636363636363,0.2727272727272727,4.25,0,0,0,12,0,3,0,0,1,3,2,0,0,5,3,0,0,0,0,0,1,1,0
5.489-5.508.txt,136,6,22.666666666666668,0.16666666666666666,2.0,0,0,0,18,0,6,1,0,0,0,0,0,1,6,4,0,0,0,0,0,0,1,0
5.523-5.532.txt,79,5,15.6,0.0,,0,0,0,10,1,3,0,0,0,1,0,0,0,6,0,0,0,0,0,0,4,0,1
5.577-5.641.txt,442,29,15.241379310344827,0.3793103448275862,6.461538461538462,1,0,0,52,0,6,1,0,0,4,0,0,0,20,23,0,0,0,0,1,2,0,3
5.618-5.620.txt,19,1,19.0,1.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.665-5.668.txt,27,1,27.0,1.0,3.0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
6.215-6.215.txt,8,2,4.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.317-6.381.txt,431,29,14.862068965517242,0.1724137931034483,4.833333333333333,0,0,0,41,1,12,1,0,0,2,3,1,1,6,19,0,0,0,0,0,1,0,2
6.327-6.327.txt,7,1,7.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.328-6.328.txt,8,1,8.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6.331-6.381.txt,340,23,14.782608695652174,0.13043478260869565,5.5,0,0,0,33,1,11,0,0,0,2,2,1,1,3,18,0,0,0,0,0,1,0,2
